时间,LD1电流(A),LD1电压(V),LD2电流(A),LD2电压(V),PD温度(℃),PD功率(W),TEC1温度(℃),TEC1电流(A),TEC1功率(W),TEC2温度(℃),TEC2电流(A),TEC2功率(W),TEC3温度(℃),TEC3电流(A),TEC3功率(W),TEC4温度(℃),TEC4电流(A),TEC4功率(W),
2025年12月13日 21:15:04.090,0.5,1.1,0.5,1.1,2369.0,2155.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:04.090,0.5,1.1,0.5,1.1,2369.0,2155.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:06.084,0.5,1.1,0.5,1.1,2369.0,2155.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:06.084,0.5,1.1,0.5,1.1,2369.0,2155.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:07.097,0.4,1.0,0.4,1.0,2400.0,2036.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:08.095,0.4,1.0,0.4,1.0,2366.0,2027.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:08.097,0.4,1.0,0.4,1.1,2179.0,2056.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:08.099,0.4,1.0,0.4,1.1,2179.0,2056.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:08.118,0.4,0.9,0.4,1.1,2159.0,2052.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 21:15:09.100,0.4,1.0,0.4,1.1,2260.0,2043.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:10.100,0.4,1.0,0.4,1.0,2441.0,2021.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:11.101,0.4,0.9,0.4,1.0,2255.0,2057.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:12.102,0.4,0.9,0.4,1.0,2337.0,1975.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:13.102,0.4,0.9,0.4,0.9,2326.0,2004.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:14.103,0.4,0.9,0.4,0.9,2393.0,1988.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:15.102,0.4,0.9,0.4,1.0,2288.0,1988.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:16.102,0.4,0.9,0.4,1.0,2382.0,1967.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:17.101,0.4,0.9,0.4,1.0,2322.0,2019.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:18.102,0.4,0.9,0.4,1.0,2347.0,1996.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:19.102,0.4,0.9,0.4,1.0,2321.0,1993.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:20.103,0.4,0.9,0.4,1.0,2361.0,2009.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:21.102,0.4,0.9,0.4,1.1,2366.0,1976.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:22.102,0.4,0.9,0.4,1.0,2280.0,2019.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:23.103,0.4,1.0,0.4,0.9,2364.0,1991.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:24.103,0.4,0.9,0.4,1.0,2246.0,2083.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:25.105,0.4,0.9,0.4,1.0,2317.0,2060.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:26.104,0.4,0.9,0.4,1.0,2260.0,1991.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:27.104,0.4,0.9,0.4,1.0,2237.0,2065.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:28.106,0.4,0.9,0.4,1.0,2405.0,2008.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:29.105,0.4,0.9,0.4,0.9,2271.0,2038.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:30.104,0.4,0.9,0.4,1.0,2330.0,1984.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 21:15:31.108,0.4,0.9,0.4,1.0,2387.0,1959.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:32.106,0.4,0.9,0.4,0.9,2168.0,2055.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:33.105,0.4,0.9,0.4,0.9,2266.0,2019.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:34.106,0.4,0.9,0.4,1.0,2322.0,2002.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:35.106,0.4,0.9,0.4,0.9,2327.0,1981.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:36.106,0.4,0.9,0.4,1.0,2228.0,1967.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:37.107,0.4,0.9,0.4,0.9,2359.0,1962.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:38.107,0.4,1.0,0.4,1.0,2388.0,1983.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:39.106,0.4,0.9,0.4,1.0,2349.0,2033.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 21:15:40.107,0.4,0.9,0.4,1.0,2352.0,2002.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:41.106,0.4,0.8,0.4,0.9,2281.0,2031.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:42.107,0.4,0.9,0.4,0.9,2382.0,1978.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:43.108,0.4,1.0,0.4,1.0,2412.0,2019.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:44.108,0.4,0.9,0.3,1.0,2278.0,1976.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:45.109,0.4,1.0,0.3,1.0,2348.0,1978.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:46.109,0.4,0.9,0.4,1.0,2312.0,1975.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:47.108,0.4,0.9,0.4,0.9,2326.0,1948.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:48.109,0.4,0.9,0.4,0.9,2377.0,1982.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:49.109,0.4,0.9,0.4,0.9,2355.0,1990.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:50.109,0.4,0.9,0.4,0.9,2247.0,2022.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:51.110,0.4,0.9,0.4,1.0,2324.0,2004.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:52.109,0.4,0.9,0.4,1.0,2395.0,1992.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:53.109,0.4,0.8,0.4,0.9,2239.0,2025.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.2,0.0,
2025年12月13日 21:15:54.110,0.4,0.9,0.4,0.9,2289.0,1954.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:55.110,0.4,0.9,0.4,1.0,2382.0,2015.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:56.110,0.4,0.9,0.4,0.9,2229.0,2108.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:57.111,0.4,0.9,0.4,1.0,2385.0,1979.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:58.112,0.4,0.9,0.4,1.0,2338.0,1988.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:15:59.112,0.4,0.8,0.4,1.0,2323.0,2020.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:00.112,0.4,0.9,0.4,1.0,2273.0,1939.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:01.111,0.4,0.9,0.4,0.9,2312.0,1987.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:09.092,0.4,0.9,0.4,1.0,2343.0,2021.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:14.240,0.5,1.2,0.5,1.2,2299.0,2145.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:14.241,0.5,1.2,0.5,1.3,2334.0,2129.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:14.244,0.5,1.2,0.5,1.3,2334.0,2129.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:14.245,0.5,1.2,0.5,1.3,2334.0,2129.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:14.247,0.5,1.2,0.5,1.3,2334.0,2129.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:14.249,0.5,1.2,0.5,1.3,2334.0,2129.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:14.251,0.5,1.2,0.5,1.3,2334.0,2129.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:14.253,0.5,1.2,0.5,1.3,2334.0,2129.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:14.255,0.5,1.2,0.5,1.3,2334.0,2129.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:14.257,0.5,1.2,0.5,1.3,2334.0,2129.0, -259.7,-20.0,0.0,-259.7,-19.9,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:14.259,0.4,1.0,0.4,1.0,2338.0,2079.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 21:16:14.261,0.4,1.0,0.4,1.0,2338.0,2079.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 21:16:15.115,0.4,0.9,0.4,1.0,2378.0,2028.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:17.125,0.4,1.0,0.4,1.0,2366.0,2007.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:17.128,0.4,0.9,0.4,1.0,2383.0,2001.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:18.115,0.4,0.9,0.4,1.0,2350.0,2014.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:19.117,0.4,0.9,0.4,1.0,2323.0,2026.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:20.116,0.4,0.9,0.4,1.0,2243.0,2019.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.2,0.0,-259.7,-20.0,0.0,
2025年12月13日 21:16:21.116,0.4,0.9,0.4,1.0,2256.0,1961.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:22.117,0.4,0.9,0.4,0.9,2410.0,1968.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:23.116,0.4,0.9,0.4,1.0,2369.0,2035.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:24.116,0.4,0.9,0.4,0.9,2324.0,1934.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:25.116,0.4,0.9,0.4,1.0,2362.0,2022.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:26.117,0.4,0.8,0.4,1.0,2274.0,2020.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:27.117,0.4,0.9,0.4,0.9,2426.0,2006.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:28.118,0.4,1.0,0.4,0.9,2322.0,1978.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:29.118,0.4,0.9,0.4,1.0,2309.0,2013.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:30.118,0.4,0.9,0.4,1.0,2309.0,2016.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:31.118,0.4,1.0,0.4,1.0,2282.0,2021.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:32.117,0.4,0.9,0.4,0.9,2421.0,2011.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:33.119,0.4,0.9,0.4,1.0,2421.0,1996.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:34.119,0.4,0.8,0.4,0.9,2361.0,1986.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:35.120,0.4,0.9,0.4,1.0,2381.0,2026.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:36.119,0.4,0.8,0.3,0.9,2197.0,2025.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:37.119,0.4,0.9,0.4,1.0,2368.0,2005.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:38.119,0.3,0.8,0.4,0.9,2188.0,2053.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:39.120,0.4,0.9,0.4,1.0,2301.0,1999.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:40.120,0.4,0.9,0.4,1.0,2358.0,2008.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:41.120,0.4,0.9,0.4,1.0,2244.0,2013.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:42.120,0.4,0.9,0.4,1.0,2268.0,2019.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:43.120,0.3,0.9,0.4,1.0,2390.0,1963.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:44.120,0.4,0.9,0.4,0.9,2294.0,1987.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:45.120,0.4,0.9,0.4,0.9,2332.0,1977.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:46.122,0.4,0.9,0.4,0.9,2379.0,1954.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:47.121,0.4,0.8,0.4,1.0,2316.0,1976.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:48.121,0.4,1.0,0.4,1.0,2399.0,1989.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:49.122,0.4,0.9,0.4,0.9,2370.0,1976.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:50.122,0.4,0.9,0.4,1.0,2212.0,2046.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:51.122,0.4,0.9,0.3,0.9,2293.0,2002.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:52.124,0.4,0.9,0.4,1.0,2396.0,1945.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:53.123,0.4,0.9,0.4,1.0,2338.0,1991.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:16:58.124,0.4,0.8,0.4,0.9,2281.0,2018.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.2,0.0,
2025年12月13日 21:16:59.124,0.4,0.9,0.4,0.9,2319.0,2001.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:17:00.125,0.4,0.9,0.3,0.9,2335.0,1997.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:17:01.125,0.4,0.9,0.4,0.9,2246.0,1965.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:17:02.125,0.4,0.9,0.4,0.9,2211.0,2066.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:17:12.127,0.4,0.9,0.4,0.9,2300.0,1977.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:17:13.127,0.4,0.9,0.4,0.9,2312.0,1927.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:17:14.127,0.3,0.8,0.4,0.9,2352.0,2004.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:17:15.130,0.4,1.0,0.4,1.0,2312.0,2029.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:17:16.128,0.4,0.9,0.4,0.9,2359.0,1977.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.2,0.0,
2025年12月13日 21:17:17.128,0.4,0.9,0.3,0.9,2286.0,2008.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:17:18.128,0.4,0.8,0.4,0.9,2341.0,1997.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:17:19.129,0.4,0.9,0.4,0.9,2280.0,2018.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:17:20.129,0.4,0.9,0.3,0.9,2311.0,2025.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:17:21.128,0.4,0.9,0.4,0.9,2227.0,2029.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:17:22.130,0.4,0.9,0.4,0.9,2385.0,1977.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:17:23.130,0.4,0.9,0.4,1.0,2296.0,1998.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:17:24.130,0.4,0.9,0.3,0.9,2184.0,2067.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:17:25.130,0.4,0.9,0.4,0.9,2352.0,2010.0, -259.7,-20.0,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:17:26.131,0.3,0.8,0.4,0.9,2328.0,1991.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.2,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:17:27.130,0.4,0.9,0.4,1.0,2350.0,1992.0, -259.7,-20.0,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:17:28.130,0.3,0.8,0.4,1.0,2173.0,2041.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:17:29.130,0.4,0.9,0.4,1.0,2107.0,2057.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:17:30.131,0.4,0.9,0.4,0.9,2321.0,1974.0, -259.7,-20.1,0.0,-259.7,-20.1,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
2025年12月13日 21:17:31.131,0.4,0.8,0.4,0.9,2277.0,2001.0, -259.7,-20.1,0.0,-259.7,-20.0,0.0,-259.7,-20.3,0.0,-259.7,-20.1,0.0,
